idx,true_label,true_name,pred_label,pred_name,correct,p_axion,p_cdm,p_no_sub,img_mean,img_std,img_max,img_snr
277,2,no_sub,2,no_sub,1,0.0024,0.1279,0.8698,0.0397,0.1283,1.0000,7.80
278,1,cdm,1,cdm,1,0.0856,0.8970,0.0174,0.0216,0.0785,1.0000,12.74
279,0,axion,0,axion,1,0.9727,0.0272,0.0000,0.0305,0.0995,1.0000,10.05
280,1,cdm,1,cdm,1,0.1144,0.8849,0.0007,0.0267,0.0902,1.0000,11.09
281,0,axion,0,axion,1,0.6730,0.3269,0.0001,0.0276,0.0941,1.0000,10.63
282,2,no_sub,2,no_sub,1,0.0012,0.0414,0.9573,0.0265,0.0899,1.0000,11.13
283,1,cdm,1,cdm,1,0.2299,0.7699,0.0002,0.0221,0.0830,1.0000,12.06
284,1,cdm,1,cdm,1,0.2726,0.7272,0.0002,0.0262,0.0902,1.0000,11.09
285,2,no_sub,2,no_sub,1,0.0042,0.2101,0.7857,0.0317,0.1040,1.0000,9.61
286,1,cdm,1,cdm,1,0.0589,0.9407,0.0005,0.0467,0.1505,1.0000,6.64
287,0,axion,0,axion,1,0.9940,0.0059,0.0001,0.0373,0.1199,1.0000,8.34
288,2,no_sub,2,no_sub,1,0.0022,0.0691,0.9287,0.0290,0.0974,1.0000,10.27
289,1,cdm,1,cdm,1,0.1402,0.8596,0.0002,0.0247,0.0885,1.0000,11.30
290,1,cdm,1,cdm,1,0.0731,0.9237,0.0032,0.0330,0.1086,1.0000,9.21
291,1,cdm,1,cdm,1,0.3650,0.6349,0.0001,0.0356,0.1124,1.0000,8.89
292,0,axion,0,axion,1,0.8925,0.1075,0.0000,0.0357,0.1156,1.0000,8.65
293,0,axion,0,axion,1,0.9006,0.0993,0.0001,0.0280,0.0960,1.0000,10.42
294,0,axion,0,axion,1,0.6942,0.3057,0.0001,0.0374,0.1192,1.0000,8.39
295,0,axion,0,axion,1,0.9967,0.0033,0.0001,0.0351,0.1134,1.0000,8.81
296,1,cdm,1,cdm,1,0.0737,0.9236,0.0027,0.0308,0.1049,1.0000,9.53
297,1,cdm,1,cdm,1,0.0395,0.9304,0.0301,0.0334,0.1081,1.0000,9.25
298,0,axion,0,axion,1,0.9973,0.0026,0.0001,0.0369,0.1186,1.0000,8.43
299,1,cdm,1,cdm,1,0.0427,0.9570,0.0003,0.0412,0.1305,1.0000,7.66
300,1,cdm,1,cdm,1,0.0113,0.9765,0.0122,0.0356,0.1131,1.0000,8.84
301,0,axion,1,cdm,0,0.1142,0.8854,0.0003,0.0342,0.1110,1.0000,9.01
302,1,cdm,1,cdm,1,0.1349,0.8649,0.0002,0.0371,0.1185,1.0000,8.44
303,2,no_sub,2,no_sub,1,0.0036,0.1292,0.8673,0.0287,0.0970,1.0000,10.30
304,2,no_sub,2,no_sub,1,0.0131,0.3275,0.6594,0.0236,0.0868,1.0000,11.52
305,0,axion,1,cdm,0,0.3277,0.6722,0.0001,0.0303,0.0993,1.0000,10.07
306,0,axion,1,cdm,0,0.0900,0.8606,0.0494,0.0213,0.0804,1.0000,12.43
307,1,cdm,1,cdm,1,0.1120,0.8878,0.0002,0.0270,0.0903,1.0000,11.07
308,1,cdm,1,cdm,1,0.1030,0.8968,0.0002,0.0279,0.0944,1.0000,10.59
309,2,no_sub,2,no_sub,1,0.0030,0.0781,0.9189,0.0212,0.0775,1.0000,12.90
310,0,axion,0,axion,1,0.9783,0.0216,0.0001,0.0294,0.0980,1.0000,10.21
311,0,axion,0,axion,1,0.9667,0.0333,0.0001,0.0260,0.0895,1.0000,11.17
312,2,no_sub,2,no_sub,1,0.0021,0.0636,0.9343,0.0258,0.0878,1.0000,11.40
313,1,cdm,1,cdm,1,0.1681,0.8317,0.0002,0.0286,0.0951,1.0000,10.52
314,1,cdm,1,cdm,1,0.0870,0.9127,0.0003,0.0416,0.1318,1.0000,7.59
315,2,no_sub,2,no_sub,1,0.0048,0.2937,0.7014,0.0388,0.1259,1.0000,7.94
316,1,cdm,1,cdm,1,0.1054,0.8944,0.0002,0.0299,0.1002,1.0000,9.98
317,0,axion,0,axion,1,0.9620,0.0379,0.0000,0.0308,0.1011,1.0000,9.89
318,2,no_sub,1,cdm,0,0.0219,0.4932,0.4849,0.0234,0.0861,1.0000,11.62
319,1,cdm,1,cdm,1,0.0328,0.9624,0.0049,0.0320,0.1030,1.0000,9.71
320,1,cdm,1,cdm,1,0.0975,0.9022,0.0003,0.0226,0.0794,1.0000,12.59
321,2,no_sub,2,no_sub,1,0.0012,0.0526,0.9461,0.0360,0.1175,1.0000,8.51
322,2,no_sub,2,no_sub,1,0.0085,0.4014,0.5901,0.0358,0.1158,1.0000,8.64
323,0,axion,0,axion,1,0.8316,0.1683,0.0001,0.0326,0.1062,1.0000,9.42
324,0,axion,0,axion,1,0.9874,0.0126,0.0001,0.0272,0.0919,1.0000,10.88
325,0,axion,0,axion,1,0.9986,0.0010,0.0004,0.0465,0.1537,1.0000,6.51
326,1,cdm,1,cdm,1,0.2140,0.7858,0.0002,0.0280,0.0932,1.0000,10.73
327,0,axion,0,axion,1,0.9900,0.0100,0.0000,0.0352,0.1147,1.0000,8.72
328,2,no_sub,2,no_sub,1,0.0018,0.0944,0.9038,0.0376,0.1221,1.0000,8.19
329,1,cdm,1,cdm,1,0.0125,0.9827,0.0048,0.0402,0.1272,1.0000,7.86
330,1,cdm,1,cdm,1,0.0647,0.9343,0.0010,0.0300,0.0986,1.0000,10.14
331,0,axion,1,cdm,0,0.3628,0.6371,0.0001,0.0297,0.0968,1.0000,10.33
332,1,cdm,1,cdm,1,0.0521,0.9463,0.0016,0.0256,0.0900,1.0000,11.11
333,0,axion,1,cdm,0,0.1116,0.8775,0.0109,0.0194,0.0725,1.0000,13.79
334,1,cdm,1,cdm,1,0.0883,0.9115,0.0002,0.0332,0.1099,1.0000,9.10
335,0,axion,0,axion,1,0.9923,0.0076,0.0001,0.0228,0.0804,1.0000,12.44
336,2,no_sub,2,no_sub,1,0.0045,0.1722,0.8233,0.0261,0.0901,1.0000,11.10
337,1,cdm,1,cdm,1,0.0487,0.9478,0.0035,0.0341,0.1099,1.0000,9.10
338,0,axion,0,axion,1,0.9192,0.0807,0.0001,0.0226,0.0813,1.0000,12.30
339,1,cdm,1,cdm,1,0.1430,0.8566,0.0004,0.0241,0.0847,1.0000,11.80
340,0,axion,0,axion,1,0.9987,0.0008,0.0005,0.0459,0.1506,1.0000,6.64
341,2,no_sub,2,no_sub,1,0.0026,0.0798,0.9175,0.0269,0.0915,1.0000,10.93
342,2,no_sub,2,no_sub,1,0.0082,0.2185,0.7733,0.0257,0.0894,1.0000,11.19
343,2,no_sub,2,no_sub,1,0.0025,0.1343,0.8632,0.0458,0.1513,1.0000,6.61
344,2,no_sub,2,no_sub,1,0.0148,0.3497,0.6355,0.0229,0.0847,1.0000,11.81
345,0,axion,0,axion,1,0.9974,0.0025,0.0001,0.0385,0.1238,1.0000,8.08
346,2,no_sub,2,no_sub,1,0.0030,0.1056,0.8914,0.0289,0.0976,1.0000,10.24
347,2,no_sub,2,no_sub,1,0.0074,0.4298,0.5628,0.0477,0.1580,1.0000,6.33
348,2,no_sub,2,no_sub,1,0.0036,0.3170,0.6794,0.0435,0.1411,1.0000,7.09
349,2,no_sub,2,no_sub,1,0.0014,0.0536,0.9450,0.0277,0.0927,1.0000,10.79
350,0,axion,1,cdm,0,0.2490,0.7508,0.0002,0.0441,0.1421,1.0000,7.04
351,0,axion,0,axion,1,0.9977,0.0021,0.0001,0.0351,0.1129,1.0000,8.85
352,1,cdm,1,cdm,1,0.1223,0.8767,0.0010,0.0205,0.0771,1.0000,12.98
353,0,axion,1,cdm,0,0.2249,0.7749,0.0002,0.0260,0.0890,1.0000,11.23
354,0,axion,0,axion,1,0.9924,0.0075,0.0001,0.0304,0.1000,1.0000,10.00
355,1,cdm,1,cdm,1,0.1635,0.8362,0.0003,0.0419,0.1323,1.0000,7.56
356,0,axion,0,axion,1,0.9983,0.0016,0.0001,0.0348,0.1123,1.0000,8.90
357,0,axion,0,axion,1,0.9774,0.0226,0.0000,0.0308,0.1024,1.0000,9.76
358,0,axion,0,axion,1,0.9888,0.0112,0.0001,0.0284,0.0957,1.0000,10.45
359,2,no_sub,2,no_sub,1,0.0167,0.4388,0.5444,0.0240,0.0879,1.0000,11.38
360,2,no_sub,2,no_sub,1,0.0146,0.4754,0.5100,0.0238,0.0852,1.0000,11.74
361,2,no_sub,2,no_sub,1,0.0059,0.1678,0.8263,0.0257,0.0895,1.0000,11.17
362,2,no_sub,2,no_sub,1,0.0072,0.3258,0.6670,0.0284,0.0958,1.0000,10.44
363,1,cdm,1,cdm,1,0.0274,0.8119,0.1607,0.0261,0.0919,1.0000,10.88
364,1,cdm,1,cdm,1,0.0512,0.9412,0.0076,0.0453,0.1487,1.0000,6.72
365,0,axion,1,cdm,0,0.1456,0.8539,0.0005,0.0414,0.1322,1.0000,7.57
366,2,no_sub,2,no_sub,1,0.0028,0.1203,0.8769,0.0323,0.1061,1.0000,9.43
367,0,axion,1,cdm,0,0.0525,0.9467,0.0008,0.0462,0.1494,1.0000,6.69
368,1,cdm,1,cdm,1,0.1601,0.8396,0.0003,0.0256,0.0874,1.0000,11.44
369,2,no_sub,2,no_sub,1,0.0026,0.1547,0.8427,0.0467,0.1546,1.0000,6.47
370,0,axion,0,axion,1,0.9234,0.0765,0.0001,0.0260,0.0913,1.0000,10.96
371,1,cdm,1,cdm,1,0.0806,0.9192,0.0002,0.0267,0.0923,1.0000,10.83
372,2,no_sub,2,no_sub,1,0.0034,0.1174,0.8792,0.0270,0.0923,1.0000,10.84
373,0,axion,0,axion,1,0.8411,0.1588,0.0001,0.0247,0.0852,1.0000,11.73
374,0,axion,1,cdm,0,0.2176,0.7822,0.0002,0.0445,0.1428,1.0000,7.00
375,1,cdm,1,cdm,1,0.1789,0.8208,0.0003,0.0464,0.1494,1.0000,6.69
376,2,no_sub,2,no_sub,1,0.0033,0.0970,0.8996,0.0235,0.0826,1.0000,12.11
377,0,axion,0,axion,1,0.9946,0.0053,0.0000,0.0365,0.1184,1.0000,8.45
378,0,axion,1,cdm,0,0.1096,0.8895,0.0009,0.0315,0.1041,1.0000,9.60
379,0,axion,0,axion,1,0.9845,0.0154,0.0001,0.0246,0.0860,1.0000,11.63
380,1,cdm,1,cdm,1,0.0758,0.9239,0.0003,0.0310,0.1049,1.0000,9.53
381,2,no_sub,2,no_sub,1,0.0014,0.0857,0.9129,0.0429,0.1398,1.0000,7.16
382,0,axion,0,axion,1,0.9667,0.0327,0.0006,0.0189,0.0750,1.0000,13.34
383,2,no_sub,2,no_sub,1,0.0028,0.1236,0.8736,0.0279,0.0944,1.0000,10.59
384,1,cdm,1,cdm,1,0.1055,0.8939,0.0005,0.0303,0.1028,1.0000,9.73
385,0,axion,0,axion,1,0.9735,0.0264,0.0001,0.0251,0.0856,1.0000,11.68
386,1,cdm,1,cdm,1,0.2149,0.7849,0.0001,0.0304,0.1029,1.0000,9.72
387,1,cdm,1,cdm,1,0.0546,0.9386,0.0068,0.0311,0.1009,1.0000,9.91
388,2,no_sub,2,no_sub,1,0.0047,0.1688,0.8265,0.0270,0.0929,1.0000,10.77
389,1,cdm,1,cdm,1,0.1916,0.8082,0.0002,0.0256,0.0882,1.0000,11.34
390,2,no_sub,2,no_sub,1,0.0065,0.2148,0.7786,0.0272,0.0924,1.0000,10.82
391,1,cdm,1,cdm,1,0.0478,0.9505,0.0017,0.0319,0.1055,1.0000,9.48
392,1,cdm,1,cdm,1,0.0232,0.8669,0.1099,0.0351,0.1139,1.0000,8.78
393,1,cdm,1,cdm,1,0.4738,0.5261,0.0001,0.0313,0.1002,1.0000,9.98
394,1,cdm,1,cdm,1,0.0266,0.8959,0.0774,0.0337,0.1085,1.0000,9.22
395,1,cdm,1,cdm,1,0.1478,0.8516,0.0006,0.0292,0.0972,1.0000,10.28
396,2,no_sub,2,no_sub,1,0.0063,0.1974,0.7962,0.0243,0.0849,1.0000,11.78
397,0,axion,1,cdm,0,0.1571,0.8426,0.0002,0.0303,0.1010,1.0000,9.90
398,0,axion,0,axion,1,0.9889,0.0107,0.0004,0.0204,0.0770,1.0000,12.99
399,2,no_sub,2,no_sub,1,0.0148,0.3587,0.6266,0.0230,0.0851,1.0000,11.76
400,0,axion,1,cdm,0,0.4031,0.5968,0.0001,0.0370,0.1179,1.0000,8.48
401,1,cdm,1,cdm,1,0.0127,0.6043,0.3830,0.0256,0.0893,1.0000,11.20
402,0,axion,1,cdm,0,0.4445,0.5553,0.0002,0.0432,0.1389,1.0000,7.20
403,1,cdm,1,cdm,1,0.0888,0.9109,0.0003,0.0248,0.0857,1.0000,11.67
404,2,no_sub,2,no_sub,1,0.0039,0.0945,0.9016,0.0206,0.0775,1.0000,12.90
405,1,cdm,1,cdm,1,0.0127,0.9560,0.0313,0.0336,0.1082,1.0000,9.24
406,0,axion,1,cdm,0,0.0935,0.9039,0.0027,0.0263,0.0916,1.0000,10.92
407,2,no_sub,2,no_sub,1,0.0116,0.3225,0.6659,0.0223,0.0807,1.0000,12.39
408,2,no_sub,2,no_sub,1,0.0022,0.0764,0.9213,0.0273,0.0924,1.0000,10.82
409,1,cdm,1,cdm,1,0.1665,0.8332,0.0003,0.0244,0.0861,1.0000,11.61
410,2,no_sub,2,no_sub,1,0.0069,0.2214,0.7717,0.0232,0.0821,1.0000,12.18
411,2,no_sub,2,no_sub,1,0.0029,0.1237,0.8734,0.0331,0.1090,1.0000,9.17
412,0,axion,0,axion,1,0.9184,0.0815,0.0001,0.0220,0.0815,1.0000,12.28
413,2,no_sub,2,no_sub,1,0.0015,0.0516,0.9469,0.0287,0.0951,1.0000,10.52
414,2,no_sub,2,no_sub,1,0.0045,0.1993,0.7963,0.0302,0.1010,1.0000,9.90
415,2,no_sub,2,no_sub,1,0.0042,0.1110,0.8848,0.0218,0.0798,1.0000,12.53
416,0,axion,0,axion,1,0.9969,0.0029,0.0002,0.0443,0.1445,1.0000,6.92
417,2,no_sub,2,no_sub,1,0.0017,0.0705,0.9278,0.0284,0.0949,1.0000,10.54
418,0,axion,0,axion,1,0.9587,0.0413,0.0001,0.0292,0.0974,1.0000,10.26
419,1,cdm,1,cdm,1,0.0128,0.6980,0.2892,0.0322,0.1041,1.0000,9.61
420,1,cdm,1,cdm,1,0.2335,0.7661,0.0005,0.0209,0.0770,1.0000,12.99
421,1,cdm,1,cdm,1,0.0633,0.9273,0.0094,0.0316,0.1036,1.0000,9.66
422,1,cdm,1,cdm,1,0.1654,0.8343,0.0003,0.0293,0.0973,1.0000,10.28
423,2,no_sub,1,cdm,0,0.0218,0.5453,0.4329,0.0237,0.0874,1.0000,11.44
424,1,cdm,1,cdm,1,0.1259,0.8739,0.0002,0.0221,0.0795,1.0000,12.58
425,0,axion,0,axion,1,0.9848,0.0151,0.0000,0.0320,0.1048,1.0000,9.54
426,2,no_sub,2,no_sub,1,0.0034,0.1960,0.8006,0.0432,0.1406,1.0000,7.11
427,2,no_sub,2,no_sub,1,0.0180,0.3577,0.6243,0.0226,0.0830,1.0000,12.05
428,2,no_sub,2,no_sub,1,0.0041,0.1672,0.8287,0.0275,0.0927,1.0000,10.79
429,1,cdm,1,cdm,1,0.1282,0.8716,0.0002,0.0316,0.1034,1.0000,9.67
430,2,no_sub,2,no_sub,1,0.0106,0.2818,0.7075,0.0240,0.0870,1.0000,11.49
431,1,cdm,1,cdm,1,0.1443,0.8555,0.0002,0.0453,0.1445,1.0000,6.92
432,1,cdm,1,cdm,1,0.1544,0.8195,0.0261,0.0211,0.0793,1.0000,12.61
433,0,axion,1,cdm,0,0.0998,0.8981,0.0021,0.0335,0.1079,1.0000,9.27
434,0,axion,0,axion,1,0.9192,0.0807,0.0001,0.0250,0.0890,1.0000,11.23
435,2,no_sub,2,no_sub,1,0.0031,0.1192,0.8777,0.0262,0.0903,1.0000,11.07
436,0,axion,1,cdm,0,0.3667,0.6332,0.0001,0.0269,0.0902,1.0000,11.09
437,0,axion,1,cdm,0,0.2821,0.7178,0.0001,0.0307,0.1009,1.0000,9.91
438,1,cdm,1,cdm,1,0.0470,0.9218,0.0312,0.0311,0.1037,1.0000,9.65
439,2,no_sub,2,no_sub,1,0.0073,0.2756,0.7171,0.0248,0.0863,1.0000,11.59
440,1,cdm,1,cdm,1,0.4601,0.5398,0.0001,0.0459,0.1460,1.0000,6.85
441,1,cdm,1,cdm,1,0.1071,0.8919,0.0010,0.0291,0.0971,1.0000,10.30
442,0,axion,0,axion,1,0.9618,0.0382,0.0001,0.0245,0.0878,1.0000,11.40
443,2,no_sub,2,no_sub,1,0.0024,0.1049,0.8928,0.0293,0.0996,1.0000,10.04
444,1,cdm,1,cdm,1,0.0736,0.9262,0.0002,0.0348,0.1109,1.0000,9.02
445,0,axion,0,axion,1,0.8726,0.1273,0.0001,0.0312,0.1021,1.0000,9.79
446,2,no_sub,2,no_sub,1,0.0070,0.2354,0.7576,0.0249,0.0881,1.0000,11.35
447,0,axion,0,axion,1,0.9665,0.0335,0.0001,0.0235,0.0846,1.0000,11.81
448,0,axion,0,axion,1,0.9948,0.0051,0.0001,0.0294,0.0986,1.0000,10.15
449,2,no_sub,2,no_sub,1,0.0024,0.0843,0.9133,0.0259,0.0891,1.0000,11.23
450,2,no_sub,2,no_sub,1,0.0037,0.1609,0.8354,0.0285,0.0978,1.0000,10.22
451,1,cdm,1,cdm,1,0.0962,0.8967,0.0070,0.0311,0.1025,1.0000,9.76
452,1,cdm,0,axion,0,0.7575,0.2424,0.0001,0.0274,0.0924,1.0000,10.83
453,1,cdm,1,cdm,1,0.1056,0.8940,0.0004,0.0270,0.0943,1.0000,10.60
454,1,cdm,1,cdm,1,0.1104,0.8891,0.0005,0.0239,0.0853,1.0000,11.73
455,1,cdm,1,cdm,1,0.0933,0.9064,0.0004,0.0263,0.0889,1.0000,11.25
456,1,cdm,1,cdm,1,0.1443,0.8554,0.0002,0.0250,0.0898,1.0000,11.14
457,0,axion,0,axion,1,0.9925,0.0074,0.0001,0.0267,0.0905,1.0000,11.05
458,0,axion,0,axion,1,0.5974,0.4025,0.0001,0.0277,0.0932,1.0000,10.73
459,1,cdm,1,cdm,1,0.1117,0.8879,0.0004,0.0295,0.0992,1.0000,10.08
460,0,axion,0,axion,1,0.9197,0.0802,0.0001,0.0224,0.0850,1.0000,11.77
461,1,cdm,1,cdm,1,0.0808,0.9189,0.0003,0.0305,0.1001,1.0000,9.99
462,0,axion,0,axion,1,0.9986,0.0012,0.0002,0.0373,0.1198,1.0000,8.34
463,1,cdm,1,cdm,1,0.0956,0.9041,0.0004,0.0229,0.0812,1.0000,12.31
464,0,axion,1,cdm,0,0.1841,0.8150,0.0009,0.0218,0.0819,1.0000,12.22
465,2,no_sub,2,no_sub,1,0.0048,0.2034,0.7917,0.0272,0.0950,1.0000,10.53
466,0,axion,0,axion,1,0.9985,0.0012,0.0003,0.0364,0.1167,1.0000,8.57
467,1,cdm,1,cdm,1,0.4601,0.5397,0.0002,0.0256,0.0878,1.0000,11.39
468,0,axion,1,cdm,0,0.1597,0.8402,0.0002,0.0289,0.0980,1.0000,10.20
469,1,cdm,1,cdm,1,0.0909,0.9089,0.0002,0.0339,0.1107,1.0000,9.04
470,2,no_sub,2,no_sub,1,0.0016,0.1058,0.8926,0.0380,0.1226,1.0000,8.16
471,1,cdm,1,cdm,1,0.0672,0.9317,0.0010,0.0456,0.1469,1.0000,6.81
472,1,cdm,1,cdm,1,0.2488,0.7511,0.0001,0.0311,0.1039,1.0000,9.63
473,0,axion,0,axion,1,0.9953,0.0046,0.0001,0.0239,0.0844,1.0000,11.85
474,0,axion,1,cdm,0,0.4229,0.5769,0.0002,0.0484,0.1568,1.0000,6.38
475,2,no_sub,2,no_sub,1,0.0061,0.3743,0.6196,0.0344,0.1119,1.0000,8.94
476,0,axion,0,axion,1,0.5828,0.4171,0.0001,0.0293,0.0986,1.0000,10.14
477,2,no_sub,2,no_sub,1,0.0043,0.1804,0.8153,0.0282,0.0960,1.0000,10.42
478,1,cdm,0,axion,0,0.5217,0.4782,0.0001,0.0322,0.1029,1.0000,9.72
479,1,cdm,1,cdm,1,0.3223,0.6775,0.0001,0.0265,0.0895,1.0000,11.17
480,2,no_sub,2,no_sub,1,0.0146,0.4796,0.5058,0.0265,0.0940,1.0000,10.64
481,0,axion,0,axion,1,0.9363,0.0636,0.0001,0.0282,0.0960,1.0000,10.41
482,0,axion,0,axion,1,0.9963,0.0036,0.0001,0.0353,0.1140,1.0000,8.77
483,2,no_sub,2,no_sub,1,0.0149,0.4252,0.5599,0.0252,0.0897,1.0000,11.14
484,0,axion,0,axion,1,0.9430,0.0569,0.0001,0.0246,0.0877,1.0000,11.41
485,1,cdm,1,cdm,1,0.0862,0.9126,0.0012,0.0274,0.0921,1.0000,10.86
486,0,axion,0,axion,1,0.9985,0.0012,0.0002,0.0467,0.1521,1.0000,6.57
487,0,axion,1,cdm,0,0.1169,0.8824,0.0007,0.0336,0.1096,1.0000,9.13
488,2,no_sub,2,no_sub,1,0.0037,0.1619,0.8344,0.0287,0.0959,1.0000,10.43
489,2,no_sub,2,no_sub,1,0.0172,0.3943,0.5884,0.0232,0.0856,1.0000,11.69
490,1,cdm,1,cdm,1,0.1422,0.8577,0.0002,0.0229,0.0840,1.0000,11.90
491,1,cdm,1,cdm,1,0.0953,0.9039,0.0008,0.0269,0.0924,1.0000,10.82
492,0,axion,0,axion,1,0.9613,0.0387,0.0001,0.0235,0.0837,1.0000,11.94
493,0,axion,0,axion,1,0.9970,0.0030,0.0001,0.0409,0.1315,1.0000,7.61
494,1,cdm,2,no_sub,0,0.0177,0.4637,0.5186,0.0244,0.0862,1.0000,11.60
495,0,axion,0,axion,1,0.8839,0.1160,0.0001,0.0250,0.0877,1.0000,11.40
496,2,no_sub,2,no_sub,1,0.0012,0.0388,0.9600,0.0286,0.0945,1.0000,10.58
497,0,axion,0,axion,1,0.9967,0.0032,0.0001,0.0397,0.1279,1.0000,7.82
498,1,cdm,1,cdm,1,0.2177,0.7821,0.0001,0.0243,0.0856,1.0000,11.68
499,2,no_sub,2,no_sub,1,0.0029,0.2403,0.7567,0.0431,0.1399,1.0000,7.15
500,2,no_sub,2,no_sub,1,0.0017,0.0872,0.9112,0.0380,0.1227,1.0000,8.15
501,0,axion,0,axion,1,0.9303,0.0696,0.0001,0.0253,0.0881,1.0000,11.36
502,0,axion,0,axion,1,0.9645,0.0354,0.0001,0.0246,0.0875,1.0000,11.43
503,0,axion,0,axion,1,0.9984,0.0012,0.0003,0.0426,0.1380,1.0000,7.24
504,2,no_sub,2,no_sub,1,0.0042,0.2774,0.7185,0.0433,0.1404,1.0000,7.12
505,1,cdm,1,cdm,1,0.0489,0.9499,0.0012,0.0306,0.1024,1.0000,9.77
506,1,cdm,1,cdm,1,0.0196,0.9700,0.0105,0.0326,0.1041,1.0000,9.60
507,0,axion,0,axion,1,0.9935,0.0064,0.0001,0.0281,0.0937,1.0000,10.67
508,1,cdm,1,cdm,1,0.1608,0.8390,0.0001,0.0256,0.0904,1.0000,11.06
509,1,cdm,1,cdm,1,0.0870,0.9125,0.0005,0.0257,0.0899,1.0000,11.12
510,2,no_sub,2,no_sub,1,0.0022,0.0827,0.9151,0.0281,0.0956,1.0000,10.46
511,0,axion,0,axion,1,0.9782,0.0217,0.0001,0.0220,0.0831,1.0000,12.03
512,1,cdm,1,cdm,1,0.0471,0.9517,0.0012,0.0385,0.1227,1.0000,8.15
513,1,cdm,1,cdm,1,0.1015,0.8981,0.0005,0.0292,0.0982,1.0000,10.18
514,2,no_sub,2,no_sub,1,0.0025,0.1102,0.8873,0.0332,0.1088,1.0000,9.19
515,0,axion,1,cdm,0,0.1318,0.8655,0.0028,0.0374,0.1196,1.0000,8.36
516,1,cdm,1,cdm,1,0.0163,0.9330,0.0507,0.0349,0.1129,1.0000,8.86
517,2,no_sub,2,no_sub,1,0.0064,0.2386,0.7550,0.0277,0.0946,1.0000,10.57
518,2,no_sub,2,no_sub,1,0.0052,0.1204,0.8743,0.0228,0.0832,1.0000,12.01
519,2,no_sub,2,no_sub,1,0.0019,0.0768,0.9212,0.0309,0.1019,1.0000,9.81
520,1,cdm,1,cdm,1,0.0162,0.6758,0.3080,0.0268,0.0913,1.0000,10.96
521,1,cdm,1,cdm,1,0.1357,0.8640,0.0003,0.0253,0.0877,1.0000,11.40
522,2,no_sub,2,no_sub,1,0.0046,0.1819,0.8136,0.0266,0.0931,1.0000,10.74
523,0,axion,0,axion,1,0.9561,0.0436,0.0003,0.0198,0.0780,1.0000,12.83
524,2,no_sub,2,no_sub,1,0.0038,0.0973,0.8989,0.0210,0.0782,1.0000,12.79
525,1,cdm,1,cdm,1,0.0348,0.9391,0.0260,0.0252,0.0894,1.0000,11.18
526,0,axion,0,axion,1,0.9967,0.0033,0.0001,0.0345,0.1113,1.0000,8.98
527,0,axion,0,axion,1,0.8508,0.1491,0.0001,0.0277,0.0944,1.0000,10.59
528,0,axion,0,axion,1,0.9867,0.0131,0.0001,0.0224,0.0819,1.0000,12.21
529,2,no_sub,2,no_sub,1,0.0010,0.0518,0.9471,0.0397,0.1282,1.0000,7.80
530,1,cdm,1,cdm,1,0.1005,0.8990,0.0004,0.0290,0.0974,1.0000,10.26
531,1,cdm,1,cdm,1,0.3210,0.6789,0.0001,0.0339,0.1090,1.0000,9.18
532,2,no_sub,2,no_sub,1,0.0038,0.2962,0.7000,0.0445,0.1450,1.0000,6.90
533,1,cdm,1,cdm,1,0.0821,0.9163,0.0016,0.0350,0.1117,1.0000,8.95
534,0,axion,0,axion,1,0.8551,0.1449,0.0001,0.0240,0.0877,1.0000,11.40
535,0,axion,0,axion,1,0.6581,0.3418,0.0001,0.0381,0.1219,1.0000,8.21
536,1,cdm,1,cdm,1,0.1231,0.8766,0.0003,0.0251,0.0907,1.0000,11.03
537,0,axion,0,axion,1,0.9936,0.0064,0.0001,0.0308,0.1022,1.0000,9.79
538,0,axion,0,axion,1,0.9084,0.0916,0.0000,0.0396,0.1264,1.0000,7.91
539,2,no_sub,2,no_sub,1,0.0054,0.2326,0.7620,0.0285,0.0956,1.0000,10.46
540,1,cdm,1,cdm,1,0.1222,0.8776,0.0002,0.0265,0.0920,1.0000,10.87
541,1,cdm,1,cdm,1,0.1146,0.8849,0.0005,0.0232,0.0831,1.0000,12.03
542,2,no_sub,1,cdm,0,0.0093,0.5158,0.4749,0.0326,0.1071,1.0000,9.34
543,2,no_sub,1,cdm,0,0.0098,0.9295,0.0607,0.0362,0.1192,1.0000,8.39
544,2,no_sub,2,no_sub,1,0.0067,0.2110,0.7823,0.0262,0.0920,1.0000,10.87
545,1,cdm,1,cdm,1,0.0910,0.9049,0.0041,0.0286,0.0967,1.0000,10.34
546,0,axion,0,axion,1,0.9972,0.0027,0.0001,0.0452,0.1477,1.0000,6.77
547,2,no_sub,2,no_sub,1,0.0013,0.0353,0.9634,0.0241,0.0827,1.0000,12.09
548,1,cdm,1,cdm,1,0.2872,0.7127,0.0001,0.0359,0.1146,1.0000,8.73
549,2,no_sub,1,cdm,0,0.0139,0.5318,0.4543,0.0271,0.0955,1.0000,10.47
550,0,axion,0,axion,1,0.5744,0.4254,0.0001,0.0260,0.0892,1.0000,11.21
551,1,cdm,1,cdm,1,0.3013,0.6984,0.0003,0.0431,0.1379,1.0000,7.25
552,1,cdm,1,cdm,1,0.1184,0.8810,0.0006,0.0320,0.1060,1.0000,9.44
553,2,no_sub,2,no_sub,1,0.0136,0.3207,0.6656,0.0232,0.0846,1.0000,11.81
554,2,no_sub,2,no_sub,1,0.0048,0.2871,0.7081,0.0357,0.1160,1.0000,8.62
